Set,Profile,expressivity,class_count,indiv_count,obj_property_count,dataproperty_count,datatypes_count,Cyclic Cls,HC_Cohesion,HC_MAX_DEPTH,HC_Max_Sibling,HC_Avg_Sibling,C_Tangledness,C_MaxTangledness,HP_Cohesion,P_Tangledness,P_MaxTangledness,HP_MAX_DEPTH,HP_Max_Sibling,HP_Avg_Sibling,OP_Cohesion,Onto_Cohesion,RRichness,AttRichness,UI,EUR,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,MaxACC,OntoCCDensity,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,avgValuesCard,LogestMCard,LogestLCard,LogestECard,Complement,OneOf,HasValue,HasSelf,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,SubClassOf,InverseObjectProperties,SubObjectPropertyOf,FunctionalObjectProperty,TransitiveObjectProperty,EquivalentClasses,DisjointClasses,SubPropertyChainOf,ObjectPropertyRange,ObjectPropertyDomain,DisjointUnion,ClassAssertion,DataPropertyRange,DataPropertyDomain,ObjectPropertyAssertion,DataPropertyAssertion,DifferentIndividuals,SymmetricObjectProperty,ReflexiveObjectProperty,InverseFunctionalObjectProperty,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,SubDataPropertyOf,FunctionalDataProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Test,DL,SHOIN(D),2065,107,54,4,1,0.144,0.007,16,875,5.885,0,1,0.027,1.852,2,2,4,2.111,0,0.011,0.028,0.002,0,0,7331,5209,2305,2795,109,44.25,53.657,2.093,21,2217,1,0.911,96.182,0.043,7,2.096,1.937,0.436,0,15.888,94.393,2,0.045553145,0,6.667,86.19,2.381,0,0,0,0,0,0,1,0,4.286,0,0,1.07,0,0,0,0,0,1.604,0.535,0.535,42.964,0.288,0.365,0.038,0.346,0.422,0.864,0,0.384,0.48,0,53.484,0.077,0.077,0,0,0.173,0.019,0,0.019,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),18,7,28,20,4,4.743,0.618,6,5,2.333,5.882,2,0.037,3.571,2,2,4,2.333,0.009,0.221,0.319,1.111,0,0,213,148,49,7,92,33.108,4.73,62.162,6,35,0,12.245,71.429,0,4,2.286,22.222,5.556,0,0,100,1,0.204081633,0,50,0,0,0,30,0,0.133,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,27.703,4.73,4.73,1.351,0.676,4.054,1.351,0,13.514,13.514,0,4.73,10.135,13.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,ALUH+(D),36,56,24,46,4,1.215,0.118,3,7,3.25,0,1,0.051,0,1,2,4,3.5,0.003,0.057,0.435,1.278,0,0,554,449,26,298,125,5.791,66.37,27.84,0,26,0,0,100,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.791,0,1.559,0,0.223,0,0,0,4.454,4.9,0,24.722,7.795,8.241,9.8,31.849,0,0,0,0,0,0,0,0.668,0,0,0,0
Test,DL,ALCOIN(D),13,15,60,25,3,7.85,0.03,2,1,1,0,1,0,0,1,0,0,0,0.025,0.028,0.831,1.923,0,0,338,241,13,26,202,5.394,10.788,83.817,1,10,1,7.692,76.923,7.692,5,2.923,0,7.692,0,0,13.333,3,0.307692308,8.333,0,16.667,0,50,0,16.667,0.12,0,1,1,0,8.333,0,0,100,0,0,0,0,0,10,0,0,4.564,11.618,0,0.83,0,0.83,0,0,24.066,24.481,0,6.224,10.373,9.959,0,4.564,0,0.83,0,0.83,0,0,0,0,0.83,0,0,0
Test,EL,ALE,234,0,1,0,0,0,0.037,7,11,4.812,0,1,0,0,1,0,0,0,0,0.037,0,0,0,0,470,235,235,0,0,100,0,0,0,235,0,0,100,0,3,2.017,0,0,0,0,0,1,0.017021277,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHIQ(D),137,13,129,7,1,3.822,0.088,7,12,2.717,0.735,2,0.015,0.775,2,3,6,1.8,0,0.034,0.33,0.051,0.092,0,1064,792,339,46,407,42.803,5.808,51.389,10,273,0,2.95,80.531,0,9,2.575,14.599,0,0,0,0,5,0.113864307,5.699,5.181,36.269,33.161,10.363,0,8.808,2.921,0,8,3,0.518,0,0,0,100,7.602,0,0,2.924,0,0.585,0.585,60.234,38.131,8.712,6.818,0.126,0.758,1.263,3.409,0,16.035,16.035,0,3.283,0.126,0.884,2.525,0,0,1.136,0,0.126,0,0,0,0.631,0,0,0,0
Test,DL,SRIQ,99360,0,163,0,0,0,0.002,19,2776,5.745,0.006,10,0.015,0.613,3,4,18,1.951,0,0.006,0,0,0,0,354825,255302,255121,0,181,99.929,0,0.071,13980,197527,0,5.48,77.425,0,14,2.492,0.111,0,0,0,0,8,0.054309034,12.6,0.077,87.256,0,0.034,0.033,0,2216.86,2,2,0,0,0,0,0,26.466,30.046,0,0,0.547,0,0,0,46.764,94.416,0.004,0.031,0,0.011,5.489,0.024,0.016,0.004,0.004,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH(D),11,61,12,15,4,0,0.218,3,2,1.667,0,1,0.273,0,1,2,9,9,0.02,0.17,0.286,1.364,0,0,175,137,5,83,49,3.65,60.584,35.766,0,5,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,6.569,0,0,0,0,0,1.46,8.029,0,41.606,2.92,9.489,18.978,0,0,0,0,0,0,0,0,7.299,0,0,0,0
Test,EL,SH,8008,0,50,0,0,0,0.002,14,173,4.712,0.037,4,0.035,0,1,3,6,2.857,0,0.018,0.004,0,0,0,24651,16593,16570,0,23,99.861,0,0.139,134,14196,1976,0.809,85.673,11.925,13,2.892,0.562,0,0,0,0,6,0.124572521,17.037,0,82.963,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,10.17,86.753,0,0.121,0,0.018,12.716,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHI,99452,0,94,0,0,0,0,12,22779,91.154,0.002,3,0.035,1.064,2,4,7,2.462,0,0.017,0,0,0,0,292113,192567,192477,0,90,99.953,0,0.047,219,191989,0,0.114,99.746,0,7,2.756,0.007,0,0,0,0,3,0.251643919,0.151,0,99.849,0,0,0,0,0,0,0,0,0,0,0,0,0,22.866,0,0,0,0,0,0,31.439,99.837,0,0.033,0,0.011,0.114,0.003,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
Test,EL,ALE,6728,0,5,0,0,0,0.001,9,1011,8.724,0.059,6,0,0,1,0,0,0,0,0.001,0,0,0,0,18954,12221,12221,0,0,100,0,0,0,12221,0,0,100,0,3,2.571,0,0,0,0,0,1,0.570984371,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SROIQ(D),68,34,68,47,14,4.381,0.093,7,6,2.185,1.493,2,0.019,0,1,3,3,1.818,0.001,0.037,0.316,0.691,0,0,536,355,112,35,208,31.549,9.859,58.592,3,100,3,2.679,89.286,2.679,4,2.152,8.824,7.353,0,0,41.176,1,0.1875,0,4.762,19.048,0,4.762,19.048,28.571,0.21,1,1,1,0,9.524,0,14.286,0,0,0,0,0,0,20,0,40,29.014,3.38,5.915,1.69,1.972,1.69,0.845,0,12.113,11.268,0,9.577,10.141,7.324,0,0.282,0,0.563,0,0,0,0,0,2.254,1.408,0.563,0,0
Test,DL,SHOIN(D),84,23,62,52,8,5.263,0.084,7,7,2.258,2.41,3,0.008,0,1,2,4,4,0,0.031,0.341,0.619,0,0,550,353,111,23,219,31.445,6.516,62.04,0,102,6,0,91.892,5.405,4,2.144,7.143,3.571,0,0,60.87,1,0.144144144,0,18.75,0,0,18.75,0,43.75,0.16,0,1,1,0,18.75,0,0,10,0,0,0,0,0,0,0,0,28.895,1.416,2.266,0.567,0.567,1.7,0.85,0,15.014,15.014,0,6.516,12.181,12.748,0,0,0,0.283,0,0.567,0,0,0,1.416,0,0,0,0
Test,EL,AL,34944,0,0,0,0,0,0,2,265,1.562,0,1,0,0,1,0,0,0,0,0,0,0,0,0,56251,21307,21307,0,0,100,0,0,0,21307,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHQ(D),79,0,8,1,1,0.117,0.06,6,14,4.2,0,1,0.357,0,1,2,4,2.5,0,0.139,0.188,0.013,0,21.916,197,109,91,0,18,83.486,0,16.514,0,67,11,0,73.626,12.088,17,5.319,79.747,0,0,0,0,16,0.12706044,36.612,3.279,44.809,9.836,0,0,0,0,0,0,3,1.093,0,0,0,0,0,0,0,0,0,56.481,0,80.556,61.468,0,4.587,3.67,0.917,10.092,11.927,0,4.587,0.917,0,0,0.917,0,0,0,0,0,0,0,0,0,0,0,0.917,0,0,0
Test,DL,AL,6,131,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,285,277,2,275,0,0.722,99.278,0,0,2,0,0,100,0,3,3,0,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,29.242,0,0,70.036,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,ALCHIN,123,0,7,0,0,3.319,0.043,5,11,3.913,0,1,0.571,0,1,2,6,6,0,0.205,0.031,0,0,0,298,169,158,0,11,93.491,0,6.509,24,90,9,15.19,56.962,5.696,9,3.076,6.504,0,0,0,0,5,0.16835443,24.812,1.504,69.925,0,1.504,0,1.504,1.995,0,2,1,0.752,0,0,0,29.897,0,0,0,0,0,34.021,0,100,71.598,0.592,3.55,1.183,0,19.527,2.367,0,0.592,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,AL(D),10,56,0,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,137,122,0,122,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.082,0,0,0,54.918,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SOIN(D),290,1363,54,30,5,1.513,0.02,6,44,3.843,0.346,2,0,0,1,0,0,0,0,0.01,0.269,0.103,0,0,6283,5910,379,5349,182,6.413,90.508,3.08,0,300,9,0,79.156,2.375,10,2.129,10.345,1.724,0,0,0.367,2,0.059366755,17.778,2.222,60,6.667,2.222,0,0,0.45,0,1,0,0,2.222,0,8.889,16.129,16.129,0,0,0,0,0,0,0,5.076,0.152,0,0.203,0.034,0.152,1.184,0,0.643,0.541,0,23.063,0.508,0.491,4.298,63.147,0,0,0,0.051,0,0,0,0,0.457,0,0,0
Test,EL,ALH,114,10,137,0,0,0,0,0,0,0,0,1,0.024,0,1,2,33,4.913,0,0.012,1,0,0,0,597,346,0,7,339,0,2.023,97.977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.659,0,0,0,0,0,32.659,32.659,0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHI,81357,0,29,0,0,0,0,12,22779,4.294,0.002,3,0.052,0,1,3,3,1.5,0,0.026,0,0,0,0,256572,175186,175163,0,23,99.987,0,0.013,219,174675,0,0.125,99.721,0,7,2.544,0.009,0,0,0,0,3,0.180900076,0.23,0,99.77,0,0,0,0,0,0,0,0,0,0,0,0,0,47.987,0,0,0,0,0,0,48.091,99.859,0,0.005,0,0.005,0.125,0.003,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),2994,1152,501,32,6,0.336,0.003,11,53,3.904,0.067,3,0.007,0.2,2,5,35,5.016,0,0.003,0.109,0.011,0,0,10221,6695,3869,2183,643,57.789,32.606,9.604,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,1,0.165675885,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,3.118,2.398,0,0,0.24,0,0,0,62.35,52.547,0.179,4.645,0,0.119,4.391,0.851,0,2.465,0.956,0,18.372,0.269,0.209,6.856,3.137,1.135,0.045,0,0,0.06,3.107,0.657,0,0,0,0,0
Test,DL,SHIN(D),157,0,347,12,3,2.027,0.078,8,11,2.714,0.641,2,0.007,0.288,2,4,7,2.562,0,0.028,0.593,0.076,0.07,0,1753,1238,291,0,947,23.506,0,76.494,21,204,3,7.216,70.103,1.031,9,2.323,14.65,0,0,0,0,5,0.062542955,6.593,7.692,39.56,30.769,12.088,0,3.297,2.015,0,8,3,0,0,0,0,100,15.385,0,0,1.282,0,0,0,64.103,19.467,4.443,13.247,0,0.485,1.454,2.585,0,27.868,27.868,0,0,0.565,0.969,0,0,0,0.565,0,0,0,0,0,0.485,0,0,0,0
Test,DL,SR,19748,9,5,0,0,0,0.006,15,517,3.619,0.025,7,0.4,0,1,2,2,2,0,0.203,0,0,0,0,163906,144153,41178,102970,5,28.565,71.431,0.003,0,41176,0,0,99.995,0,3,2.212,0.015,0,0,0,0,1,0.212249259,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,49.668,0,0,0,0,0,0,50.332,28.564,0,0.001,0,0.001,0,0.001,0.001,0,0,0,71.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),2994,1152,501,32,6,0.336,0.003,11,53,3.904,0.067,3,0.007,0.2,2,5,35,5.016,0,0.003,0.109,0.011,0,0,10220,6694,3869,2183,642,57.798,32.611,9.591,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,1,0.165675885,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,3.118,2.398,0,0,0.24,0,0,0,62.35,52.555,0.179,4.646,0,0.12,4.392,0.852,0,2.465,0.941,0,18.375,0.269,0.209,6.857,3.137,1.135,0.045,0,0,0.06,3.107,0.657,0,0,0,0,0
Test,EL,ALE,13731,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27462,13730,13730,0,0,100,0,0,0,13730,0,0,100,0,3,3,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,ALH(D),12,31,14,17,5,0,0.227,3,2,1.5,0,1,0.198,0,1,2,9,9,0.014,0.146,0.25,1.417,0,0,145,102,6,47,49,5.882,46.078,48.039,0,6,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,8.824,0,0,0,0,0,1.961,10.784,0,19.608,3.922,12.745,12.745,13.725,0,0,0,0,0,0,0,9.804,0,0,0,0
Test,DL,ALH(D),11,65,13,17,5,0,0.218,3,2,1.667,0,1,0.231,0,1,2,9,9,0.018,0.156,0.286,1.545,0,0,212,171,5,117,49,2.924,68.421,28.655,0,5,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.924,0,5.263,0,0,0,0,0,1.17,6.433,0,33.918,2.339,7.602,16.959,17.544,0,0,0,0,0,0,0,5.848,0,0,0,0
Test,DL,SHOIN(D),2999,1135,498,32,6,0.336,0.003,11,53,3.894,0.067,3,0.007,0.201,2,5,35,4.889,0,0.003,0.106,0.011,0,0,10191,6663,3873,2159,631,58.127,32.403,9.47,247,3179,286,6.377,82.081,7.384,4,2.109,3.434,6.902,0.176,0.176,0,1,0.16395559,0,0.315,14.961,48.819,0.787,0,1.575,6.773,0,1,2,0,0,0,33.543,4.286,2.381,0,0,0.238,0,0,0,62.619,52.859,0.15,4.623,0,0.12,4.397,0.87,0,2.476,0.885,0,18.175,0.27,0.21,6.874,3.152,1.111,0.045,0,0,0.06,3.092,0.63,0,0,0,0,0
Test,EL,ALE,15555,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,183517,167961,167961,0,0,100,0,0,0,167961,0,0,100,0,3,3,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),2358,449,197,36,4,0.096,0.004,13,41,4.011,0.085,3,0.012,0.508,2,5,14,2.545,0,0.006,0.075,0.015,0,0,7654,5064,3299,1482,283,65.146,29.265,5.588,306,2270,355,9.276,68.809,10.761,4,2.164,5.768,3.944,0.445,0,0,1,0.190360715,0,0.796,8.758,75.159,0,0,0,0,0,0,1,0,0,0,14.809,6.604,5.094,0,0,1.698,0,0,0,56.226,56.596,0.217,1.659,0,0.138,7.109,1.442,0,1.758,0.533,0,8.965,0.415,0.336,13.942,6.28,0,0.059,0,0,0.079,0.079,0.336,0.059,0,0,0,0
Test,DL,ALHIF(D),7,3254,5,6,2,2.381,0.381,2,2,1.333,14.286,2,0.2,0,1,2,1,1,0.095,0.225,0.556,0.857,0,0,11270,11252,4,11215,33,0.036,99.671,0.293,0,4,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0.009,0.027,0,0,0,0,0.044,0.044,0,28.919,0.053,0.044,22.805,47.947,0,0,0,0.027,0,0,0,0,0.044,0,0,0
Test,EL,ALE+,290,0,6,0,0,0,0.038,8,20,4,0.345,2,0,0,1,0,0,0,0,0.038,0,0,0,0,609,313,310,0,3,99.042,0,0.958,0,310,0,0,100,0,3,2.058,0,0,0,0,0,1,0.058064516,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.042,0,0,0,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,ALUHN(D),21,0,11,23,5,3.371,0.289,5,4,2.25,5,2,0.109,0,1,2,3,3,0.009,0.136,0.22,1.095,0,0,188,134,39,0,95,29.104,0,70.896,0,39,0,0,100,0,3,2.026,0,0,0,0,0,1,0.025641026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.104,0,2.239,0.746,0,0,0,0,8.209,7.463,0,0,15.672,15.672,0,0,0,0,0,0,0,0,0,6.716,14.179,0,0,0
Test,DL,SR,10288,11,7,0,0,0,0.002,16,887,6.388,0.029,5,0.19,0,1,2,2,2,0,0.096,0,0,0,0,130464,120169,11846,108314,9,9.858,90.135,0.007,0,11844,0,0,99.983,0,3,2.001,0.029,0,0,0,0,1,0.000590917,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,9.856,0,0.002,0,0.002,0,0.002,0.004,0,0,0,90.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),121,39,118,42,9,5.366,0.089,8,22,3,0.833,2,0.007,0,1,3,18,4.6,0,0.032,0.394,0.347,0,0,878,598,171,39,388,28.595,6.522,64.883,3,161,3,1.754,94.152,1.754,6,2.175,1.653,4.959,0,0,43.59,2,0.087719298,0,16.667,3.333,36.667,3.333,10,10,0.3,1,0,2,0,16.667,0,3.333,10.526,0,0,0,0,0,42.105,0,42.105,27.425,2.007,3.846,5.686,0.502,1.003,0.167,0,18.06,18.562,0,6.522,6.355,6.856,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0
Test,EL,ALH,113,44,135,0,0,0,0,0,0,0,0,1,0.025,0,1,2,35,5.091,0,0.013,1,0,0,0,623,375,0,39,336,0,10.4,89.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.867,0,0,0,0,0,29.867,29.867,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,S,2906,0,7,0,0,0,0.005,12,212,6.589,0.069,3,0,0,1,0,0,0,0,0.005,0,0,0,0,14071,11158,11156,0,2,99.982,0,0.018,0,11155,0,0,99.991,0,3,2.734,0.069,0,0,0,0,1,0.734134098,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.973,0,0,0,0.018,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,AL,1660,0,0,0,0,0,0.002,2,1659,1659,0,1,0,0,1,0,0,0,0,0.002,0,0,0,0,3319,1659,1659,0,0,100,0,0,0,1659,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),3084,1190,503,32,6,0.326,0.003,11,53,3.914,0.065,3,0.007,0.199,2,5,35,4.891,0,0.003,0.107,0.01,0,0,10547,6929,3989,2298,642,57.57,33.165,9.265,260,3265,301,6.518,81.85,7.546,4,2.108,3.275,7.166,0.168,0.168,0,1,0.164953622,0,0.304,14.438,48.48,0.76,0,1.52,7.019,0,1,2,0,0,0,34.498,3.03,2.331,0,0,0.233,0,0,0,62.937,52.302,0.173,4.517,0,0.115,4.445,0.823,0,2.396,0.909,0,18.372,0.26,0.159,7.115,3.521,1.097,0.043,0,0,0.058,3.06,0.635,0,0,0,0,0
Test,DL,AL(D),2345,8354,2,3,2,0,0.002,6,948,55.452,0.043,2,0,0,1,0,0,0,0,0.002,0,0.001,0,0,30462,28113,2329,25784,0,8.284,91.716,0,0,2329,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.284,0,0,0,0,0,0,0,0,0,0,59.428,0,0,21.478,10.81,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHI(D),55,2,59,25,3,0,0.078,3,21,5.5,1.852,2,0.008,0,1,2,2,1.167,0.001,0.029,0.563,0.455,0,0,360,222,67,6,149,30.18,2.703,67.117,2,42,0,2.985,62.687,0,2,2,14.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,9.459,3.153,0,0.901,0.45,9.91,0,16.216,19.369,0,0.901,9.91,6.306,0,1.802,0,0.45,0,0,0,0,0,1.351,0,0,0,0
Test,DL,SHI,109559,0,31,0,0,0,0,12,20339,3.524,0.003,5,0.049,0,1,3,3,1.429,0,0.025,0,0,0,0,361244,251654,251630,0,24,99.99,0,0.01,219,250867,275,0.087,99.697,0.109,7,2.514,0.006,0,0,0,0,3,0.170714939,0.383,0,99.617,0,0,0,0,0,0,0,0,0,0,0,0,0,42.632,0,0,0,0,0,0,42.709,99.792,0,0.004,0,0.004,0.196,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
Test,EL,AL+,7490,0,1,0,0,0,0.004,14,33,3.161,0.04,4,0,0,1,0,0,0,0,0.004,0,0,0,0,16418,8927,8926,0,1,99.989,0,0.011,0,8926,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.989,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),2994,1152,501,32,6,0.336,0.003,11,53,3.904,0.067,3,0.007,0.2,2,5,35,5.016,0,0.003,0.109,0.011,0,0,9969,6443,3869,1932,642,60.05,29.986,9.964,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,1,0.165675885,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,3.118,2.398,0,0,0.24,0,0,0,62.35,54.602,0.186,4.827,0,0.124,4.563,0.885,0,2.561,0.993,0,19.09,0.279,0.202,3.694,2.794,1.18,0.047,0,0,0.062,3.228,0.683,0,0,0,0,0
Test,EL,ALE+,44271,0,10,0,0,0,0.006,19,2521,7.93,0.011,10,0,0,1,0,0,0,0,0.006,0,0,0,0,160027,115746,115744,0,2,99.998,0,0.002,0,115744,0,0,100,0,3,2.397,0,0,0,0,0,1,0.397437448,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2.539,0,0,0,0,0,0,0,99.998,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,ALER+,9737,9,5,0,0,0,0.002,15,820,6.285,0.031,5,0.4,0,1,2,2,2,0,0.201,0,0,0,0,104083,94341,11276,83060,5,11.952,88.042,0.005,0,11276,0,0,100,0,3,2.001,0,0,0,0,0,1,0.000620788,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,11.952,0,0.002,0,0.002,0,0,0.001,0,0,0,88.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,DL,SHOIN(D),3596,1226,308,29,2,0.11,0.003,11,51,3.831,0.056,3,0.008,0.325,2,5,19,2.833,0,0.004,0.097,0.008,0,0,10790,6858,4673,1761,424,68.139,25.678,6.183,281,3880,327,6.013,83.03,6.998,4,2.105,3.087,6.924,0.163,0.163,0,1,0.16092446,0,0.266,15.16,49.069,0,0,0,0,0,0,1,0,0,0,34.84,2.664,2.049,0,0,0.205,0,0,0,45.082,62.351,0.233,1.735,0,0.073,4.87,0.919,0,2.275,0.831,0,19.86,0.262,0.087,0.933,1.079,1.225,0.044,0,0,0.058,2.581,0.583,0,0,0,0,0
Test,DL,SHI,6717,0,18,0,0,0,0.007,14,99,5.297,0.06,6,0.118,0,1,4,2,1.5,0,0.042,0.005,0,0,0,20935,14200,14181,0,19,99.866,0,0.134,0,14114,0,0,99.528,0,3,2.388,0.402,0,0,0,0,1,0.388336507,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.745,89.413,0,0,0,0,0,0,21.972,99.394,0.007,0.042,0,0.021,0,0.472,0,0.014,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
